"Host Name","OS Name","OS Version","OS Manufacturer","OS Configuration","OS Build Type","Registered Owner","Registered Organization","Product ID","Original Install Date","System Boot Time","System Manufacturer","System Model","System Type","Processor(s)","BIOS Version","Windows Directory","System Directory","Boot Device","System Locale","Input Locale","Time Zone","Total Physical Memory","Available Physical Memory","Virtual Memory: Max Size","Virtual Memory: Available","Virtual Memory: In Use","Page File Location(s)","Domain","Logon Server","Hotfix(s)","Network Card(s)","Hyper-V Requirements"
"INBANL-PC0EX5K3","Microsoft Windows 10 Enterprise","10.0.14393 N/A Build 14393","Microsoft Corporation","Member Workstation","Multiprocessor Free","Logmein","Logmein Inc.","00329-00000-00003-AA690","4/3/2017, 2:57:35 PM","9/22/2017, 12:36:50 PM","LENOVO","20FMA089IG","x64-based PC","1 Processor(s) Installed.,[01]: Intel64 Family 6 Model 78 Stepping 3 GenuineIntel ~797 Mhz","LENOVO R06ET42W (1.16 ), 9/20/2016","C:\WINDOWS","C:\WINDOWS\system32","\Device\HarddiskVolume2","en-us;English (United States)","en-us;English (United States)","(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi","16,267 MB","10,375 MB","19,083 MB","12,312 MB","6,771 MB","C:\pagefile.sys","3amlabs.net","\\INBAN-DC01","11 Hotfix(s) Installed.,[01]: KB2693643,[02]: KB3186568,[03]: KB3194623,[04]: KB3199986,[05]: KB3202790,[06]: KB4013418,[07]: KB4023834,[08]: KB4034662,[09]: KB4035631,[10]: KB4034658,[11]: KB4038782","6 NIC(s) Installed.,[01]: Intel(R) Ethernet Connection I219-V,      Connection Name: Ethernet,      Status:          Media disconnected,[02]: Intel(R) Dual Band Wireless-AC 8260,      Connection Name: Wi-Fi,      DHCP Enabled:    Yes,      DHCP Server:     192.168.0.1,      IP address(es),      [01]: 192.168.0.3,      [02]: fe80::514f:9eb9:c06d:23f0,[03]: Cisco AnyConnect Secure Mobility Client Virtual Miniport Adapter for Windows x64,      Connection Name: Ethernet 2,      Status:          Hardware not present,[04]: VMware Virtual Ethernet Adapter for VMnet1,      Connection Name: Ethernet 3,      DHCP Enabled:    No,      IP address(es),      [01]: 192.168.31.1,      [02]: fe80::896c:e3c6:3c30:4b0d,[05]: VMware Virtual Ethernet Adapter for VMnet8,      Connection Name: Ethernet 4,      DHCP Enabled:    No,      IP address(es),      [01]: 192.168.231.1,      [02]: fe80::9cf1:381f:fb5d:6c05,[06]: Microsoft KM-TEST Loopback Adapter,      Connection Name: Npcap Loopback Adapter,      Status:          Hardware not present","VM Monitor Mode Extensions: Yes,Virtualization Enabled In Firmware: Yes,Second Level Address Translation: Yes,Data Execution Prevention Available: Yes"
