Hostname,Time,Entry Location,Entry,Enabled,Category,Profile,Description,Company,Image Path,Version,Launch String
INBANL-PC0EX5K3,2/19/2017 8:15,C:\Users\vigneshb\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup,Send to OneNote.lnk,enabled,Logon,3AMLABS\vigneshb,Send to OneNote Tool,Microsoft Corporation,c:\program files (x86)\microsoft office\root\office16\onenotem.exe,16.0.7766.2060,C:\Users\vigneshb\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\Send to OneNote.lnk
